25.00,997.00,130.36,2019-05-11 16:23:06.516634
25.00,997.00,130.95,2019-05-11 16:23:06.756321
25.00,997.00,131.46,2019-05-11 16:23:06.997069
25.00,997.00,131.12,2019-05-11 16:23:07.238419
25.00,997.00,131.20,2019-05-11 16:23:07.477600
25.00,997.00,131.20,2019-05-11 16:23:07.716525
25.00,997.00,130.95,2019-05-11 16:23:07.956115
25.00,997.00,131.46,2019-05-11 16:23:08.196486
25.00,997.00,131.12,2019-05-11 16:23:08.437140
25.00,997.00,131.12,2019-05-11 16:23:08.677395
25.00,997.00,130.95,2019-05-11 16:23:08.917828
25.00,997.00,131.46,2019-05-11 16:23:09.157832
25.00,997.00,131.12,2019-05-11 16:23:09.397785
25.00,997.00,131.20,2019-05-11 16:23:09.637622
25.00,997.00,130.95,2019-05-11 16:23:09.877493
25.00,997.00,130.95,2019-05-11 16:23:10.119150
25.00,997.00,130.95,2019-05-11 16:23:10.358367
25.00,997.00,131.37,2019-05-11 16:23:10.598131
25.00,997.00,131.37,2019-05-11 16:23:10.837471
24.90,997.00,131.63,2019-05-11 16:23:11.077292
24.90,997.00,130.70,2019-05-11 16:23:11.317087
24.90,997.00,129.94,2019-05-11 16:23:11.556919
24.90,997.00,130.44,2019-05-11 16:23:11.796979
25.00,997.00,130.95,2019-05-11 16:23:12.036726
24.90,997.00,130.61,2019-05-11 16:23:12.276708
